"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1004.0652687903,816.16843322778,294.540187473094,187.962472773504,165.952946135047,146.464545279811,130.900528174818,86.3693262403957
"2",854.460866830633,855.343096111684,358.029406717142,213.980306755802,179.454171912773,154.946842286666,137.442033423034,89.382296980185
"3",824.466159730543,807.135012613271,332.9836915588,211.176795528842,183.223303112051,160.548390477556,143.285435403123,94.9098346370974
"4",972.128908416342,868.984754951081,350.730585090894,218.852165937416,188.324680168698,165.038659247419,147.648359979715,98.1615741422131
"5",1076.72225487234,874.043384236521,333.762034896311,218.360929229412,193.402420630641,171.358696991874,153.927099733792,104.03620660673
"6",894.620731391972,753.700336254088,270.749474249405,172.701554336461,152.954901973392,135.808457328274,122.101087692486,82.3849574883923
"7",873.745423587023,842.734672336339,359.269326472637,232.216571790638,201.3192728612,174.851144890285,154.632078898689,99.0352879492238
"8",946.364358560957,889.818210130189,370.699214094385,243.549339915856,212.678908805635,184.32341523844,162.499821911726,103.846124337599
"9",811.776735591609,754.431418710915,323.53858222981,212.460953790112,184.912830967089,160.282369368556,141.361526368441,89.7470073654353
"10",1109.90339555383,925.823203054997,356.619294086904,224.855813639784,195.691311757358,172.50748508869,154.832207158136,104.109039239146
"11",1070.05972892809,892.134638812482,358.279074180852,241.145947123637,212.501588493247,183.694315732188,161.034338727468,100.384516620013
"12",848.164878226654,789.864869241447,339.479844278878,215.512707151362,185.191687714322,161.436141726518,143.751925366899,94.3013408768828
"13",1088.76542578622,966.096184989226,388.066930608251,252.990849928759,221.192714314384,192.077522425666,169.479812116689,107.688108178861
"14",947.896970006371,853.130891648186,353.199278796175,232.588209377612,203.020559059975,175.135860192678,153.415074606273,94.8107417838521
"15",861.49518564439,842.446118274991,369.436428280079,231.635265562513,196.135472442305,167.403748217974,146.339068860032,89.8907465798811
"16",836.214972140691,740.399669729426,279.725001672863,164.957852686736,140.456809890575,123.516548919608,110.988206297952,74.799534162003
"17",963.911980285622,786.866869125846,305.180999045889,197.186784095226,173.002104737444,152.234999283172,136.083109748066,90.2233825785821
"18",1016.95988173724,835.523564162443,296.064132325979,182.33111111864,159.387815036088,140.898547499354,126.444091220112,84.7028962449833
"19",949.858011493747,841.219954533081,324.755192567966,200.590554324983,173.309383616284,151.854334011742,135.496048935435,89.3961494371337
"20",915.073750931287,814.897119961949,325.278808066282,216.118329018145,190.710185387403,166.305503040172,147.032186227432,94.2289811313869
"21",892.693247352162,792.216687698416,308.037392138304,190.371756766016,163.667976813521,141.985980220479,125.538585729479,80.1545061071265
"22",961.176269723451,821.03800257996,320.775128373725,205.625917335392,179.620544915352,157.081361845082,139.531027506062,90.3507184129827
"23",887.342162372562,839.185613811919,325.908879509409,201.362719644337,174.942957625297,155.07241844019,139.957791892332,96.466661758479
"24",1002.18989945271,966.868645832153,412.927819278224,263.732872545825,227.464215118674,197.654878734445,175.149818581141,112.869258977618
"25",872.002816496548,685.281052152704,267.412919229979,183.352940592734,162.019828526048,138.183673167079,119.239439901006,69.8722268995862
"26",986.711555946702,893.232541684519,351.976530084218,221.494617632071,192.192537934593,168.012832309587,149.528206045628,97.9850629616957
"27",909.385154556556,855.505902206674,348.809110688404,220.068509880826,190.928510602446,168.195204933908,150.955060755522,102.042484916642
"28",963.693606035737,912.59537552998,352.500852020633,215.685455967934,186.068268449182,163.637461612186,146.762964855231,99.1210641175405
"29",976.785818683272,867.606635818735,325.69697418065,201.626280959044,175.763739509686,156.060130696,140.930795873771,97.0105418209757
"30",927.848225197428,817.276849785537,330.445135845456,210.945829488066,183.015028122493,159.312463992689,141.099946137714,90.5686035794428
"31",1130.19738734781,981.482858775397,367.524495167035,235.161235691824,206.994985284109,182.784434720127,163.891090970262,110.890470736606
"32",851.92032697604,781.044576359672,321.274330883184,202.985163054622,175.418466315921,153.574481931591,137.104607823904,90.8434786700911
"33",932.53355331155,858.412152001129,352.507706987077,218.986319793586,187.944773803209,164.204365855961,146.444173632017,96.2385778466089
"34",864.210995608186,830.356842633513,349.222629725196,214.320959143572,181.57836614348,156.732893884956,138.597667920489,88.8859106200684
"35",854.359026351249,788.682203188097,327.108866488697,201.225849491836,170.650775689821,147.25335462782,130.159067078887,83.1112603796027
"36",899.177210035944,768.88517968543,286.644018448597,181.7988504884,159.949158148444,141.726788434521,127.443696338684,86.5885021260528
"37",992.022737290501,812.484917311714,307.624875173292,190.237422365657,164.459412850591,144.492789893062,129.338143825184,85.9447500533913
"38",969.340318297372,865.840056722876,357.155552680584,227.174124590604,196.509732281614,171.497821743108,152.517194312095,99.4871694250054
"39",844.710072575677,751.954360305792,299.851012836686,195.61410879834,170.720644338836,146.985754175138,128.54432966576,79.3627151897646
"40",962.727756173901,855.593777520111,367.934404153375,247.690524051407,216.630384998047,186.314347528339,162.937573399929,101.571454655418
"41",946.717858287519,888.539958450514,373.676037782671,238.918928678581,206.718609001238,180.15105224196,159.969477850537,103.670239658657
"42",946.23789327727,847.75362687194,325.262605795723,202.301655977872,175.16959418805,153.101700028942,136.236447452867,89.1635280727905
"43",1032.28993966703,925.779636508272,375.253871488862,232.348242243268,198.592472322187,172.204728094125,152.664196127178,98.9568153398429
"44",1090.20909573434,936.437923166012,364.098668599205,233.945846522094,205.214814412002,181.257880989512,162.646353325954,109.295866218637
"45",922.452368830341,848.542194654731,330.481935782604,194.445956354551,164.659588372713,145.061140415059,130.941981432087,89.8084516543476
"46",986.450710252366,866.969955330243,328.532205009133,200.801938170819,172.64099501893,150.198110579082,133.148551500682,85.6207894830454
"47",1045.74376783652,911.53848646481,361.589960714525,226.822394900298,196.264995183126,172.274883001764,154.084254814132,102.151650523216
"48",1010.35692994954,985.68329844366,388.41616376462,226.880305258234,191.950842100363,169.666020316553,153.624230013475,106.101865419063
"49",920.972209853571,807.903799623652,298.238521304061,184.159753707502,160.915691218871,143.295658329041,129.719063168015,89.9360902125521
"50",836.632536168734,770.824463617595,315.735021270222,207.772360650266,181.94216853053,157.747935028807,138.923191333129,87.966544982954
"51",1105.85063450528,982.383099630795,394.328375090712,247.934126899085,214.286544149325,188.096955394365,168.476471480804,113.011982712306
"52",1154.84327495583,987.856947206289,397.226410239687,268.60280551179,237.758103828552,206.588887734821,181.879767015916,115.001740578592
"53",1011.00041413034,878.036241022596,360.899967835137,233.535596700432,202.881541661998,176.275750143858,156.009487912807,100.582520399425
